,quarterlyEbitda,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyStockBasedCompensation,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualCurrentDebt,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,trailingOperatingIncome,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,annualDeferredIncomeTax,trailingFreeCashFlow,trailingOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyOperatingIncome,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyLongTermDebt,quarterlyChangeInInventory,annualAccountsReceivable,annualNetIncome,annualFreeCashFlow,annualCommonStockIssuance,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualLongTermDebt,quarterlyStockholdersEquity,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyInventory,quarterlyNetPPE,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,annualInventory,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,annualCapitalStock,annualPurchaseOfBusiness,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,trailingOtherIncomeExpense,annualStockBasedCompensation,annualGrossProfit,annualNetPPE,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,annualEbitda,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingCashDividendsPaid,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualGrossPPE,annualRepaymentOfDebt,annualPretaxIncome,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualInterestExpense,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingCapitalExpenditure,annualTotalRevenue,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualPurchaseOfInvestment,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingInvestingCashFlow,trailingDeferredIncomeTax,trailingTotalRevenue,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyAccountsPayable,annualEndCashPosition,annualNonCurrentDeferredRevenue,annualGoodwill,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualBasicEPS,trailingBasicEPS,quarterlyBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,annualDilutedEPS,trailingPurchaseOfInvestment,annualDilutedAverageShares,trailingDilutedEPS,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue
1372550400,103800000.0,,,-9700000.0,,,,528400000.0,,,3700000.0,,,15400000.0,,270600000.0,,-321400000.0,,30000000.0,,,,7686700000.0,,,404600000.0,543700000.0,,,-23800000.0,,2238200000.0,,,,,,3246600000.0,,9300000.0,,,,179300000.0,,,,31300000.0,,,-27900000.0,199600000.0,,257800000.0,,,,-4800000.0,,,,,1765700000.0,1100000.0,,,,,91300000.0,15400000.0,15700000.0,,,,132000000.0,,,3178500000.0,,110100000.0,,,85900000.0,,-1188700000.0,2842000000.0,,139100000.0,6063500000.0,,,,,-130200000.0,500000.0,,19200000.0,,-308300000.0,86900000.0,48300000.0,,-1623200000.0,,944300000.0,-104800000.0,,,,38000000.0,,,,,,,29900000.0,,,,200800000.0,-33700000.0,84700000.0,,0.0,,,14200000.0,,,,-9700000.0,6186200000.0,,4700000.0,,,,,,,,,,-107500000.0,,,6729900000.0,,,-2100000.0,,,,54700000.0,,,30000000.0,,,,30000000.0,,,,,,7200000.0,63700000.0,,,356300000.0,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,257800000.0,,,-2400000.0,,,,564400000.0,,,3000000.0,,,118300000.0,,293100000.0,,-119600000.0,,95900000.0,,,,7788700000.0,,,454800000.0,617700000.0,,,-23800000.0,,2332900000.0,,,,,,3298300000.0,,-7500000.0,,,,200300000.0,,,,33500000.0,,,43700000.0,211500000.0,,271300000.0,,,,-3200000.0,,,,,1728600000.0,5000000.0,,,,,92800000.0,118400000.0,119000000.0,,,,129500000.0,,,3277300000.0,,111400000.0,,,78200000.0,,-98600000.0,2843500000.0,,135400000.0,6120400000.0,,,,,300000.0,0.0,,18300000.0,,-115900000.0,-60600000.0,51800000.0,,-1668300000.0,,985400000.0,-3200000.0,,,,42600000.0,,,,,,,182300000.0,,,,246100000.0,65900000.0,100300000.0,,0.0,,,63300000.0,,,,-2400000.0,6263300000.0,,-14800000.0,,,,,,,,,,130200000.0,,,6881000000.0,,,-2100000.0,,,,57200000.0,,,95900000.0,,,,95900000.0,,,,,,7200000.0,30000000.0,,,403000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,258600000.0,-113600000.0,97000000.0,-6600000.0,,,,558400000.0,429500000.0,353300000.0,2300000.0,,1054500000.0,113800000.0,41100000.0,283900000.0,332000000.0,-269500000.0,,429500000.0,,,,7732600000.0,95600000.0,358600000.0,730600000.0,942400000.0,-2000000.0,,-23600000.0,18500000.0,2422900000.0,111200000.0,,,3028200000.0,,3758800000.0,-1376300000.0,-6800000.0,,-8800000.0,-14400000.0,196100000.0,942400000.0,,,24300000.0,3758800000.0,,27400000.0,198300000.0,2422900000.0,274500000.0,351200000.0,97000000.0,,4800000.0,,,72600000.0,-71200000.0,1856900000.0,14100000.0,198300000.0,351400000.0,-8300000.0,1500000.0,87800000.0,113800000.0,114400000.0,,441600000.0,6493000000.0,126700000.0,3370600000.0,1856900000.0,3370600000.0,-3000000.0,113200000.0,3300000.0,198300000.0,3300000.0,7435400000.0,-41400000.0,3028200000.0,7100000.0,121300000.0,6356300000.0,,,,223300000.0,4200000.0,600000.0,121300000.0,19400000.0,,-269700000.0,377300000.0,332000000.0,730600000.0,-1376300000.0,,1044600000.0,-8000000.0,7200000.0,-31600000.0,,41100000.0,,18500000.0,,13600000.0,1097200000.0,6356300000.0,180900000.0,429500000.0,,798300000.0,225800000.0,333600000.0,95600000.0,855500000.0,0.0,,1044600000.0,66500000.0,,,,-6600000.0,6493000000.0,356900000.0,14400000.0,0.0,-3300000.0,,,7732600000.0,-1343200000.0,551600000.0,,126700000.0,-43900000.0,,,7435400000.0,80600000.0,-833300000.0,-2000000.0,738600000.0,,-106400000.0,58300000.0,,2151700000.0,429500000.0,,-31600000.0,-806600000.0,429500000.0,200500000.0,,,,,7200000.0,95900000.0,391900000.0,,200500000.0,429500000.0,,,,,,,,,,,,,,,,,,,,,,,
1396224000,223600000.0,,,-19600000.0,,,,552200000.0,,,1500000.0,,,93600000.0,,275800000.0,,-239900000.0,,167500000.0,,,,8296900000.0,,,574300000.0,691700000.0,,,-23800000.0,,2485600000.0,,,,,,3621700000.0,,-3900000.0,,,,189900000.0,,,,25600000.0,,,-42300000.0,195600000.0,,276400000.0,,,,4300000.0,,,,,1857300000.0,-10600000.0,,,,,85900000.0,93700000.0,94000000.0,,,,122700000.0,,,3433000000.0,,110600000.0,,,71200000.0,,-1180200000.0,3047400000.0,,131800000.0,6540900000.0,,,,,-28200000.0,200000.0,,18700000.0,,-226000000.0,-165400000.0,199900000.0,,-1756000000.0,,1067400000.0,-1200000.0,,,,40800000.0,,,,,,,143000000.0,,,,143300000.0,-262000000.0,87600000.0,,0.0,,,49000000.0,,,,-19600000.0,6669300000.0,,4200000.0,,,,,,,,,,-82700000.0,,,7361000000.0,,,-2000000.0,,,,61900000.0,,,167500000.0,,,,167500000.0,,,,,,7200000.0,429500000.0,,,374400000.0,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,278100000.0,,,-5200000.0,,,,585900000.0,,,2900000.0,,,129800000.0,,298800000.0,,-339700000.0,,190200000.0,,,,8632700000.0,,,729000000.0,708200000.0,,,-31000000.0,,2584500000.0,,,,,,3808900000.0,,3200000.0,,,,214200000.0,,,,32800000.0,,,18200000.0,213100000.0,,287100000.0,,,,-400000.0,,,,,1852400000.0,6300000.0,,,,,84600000.0,129800000.0,130200000.0,,,,129600000.0,,,3535100000.0,,115500000.0,,,55800000.0,,-4076300000.0,3079900000.0,,125800000.0,6825800000.0,,,,,8400000.0,200000.0,,17900000.0,,-336300000.0,109400000.0,345800000.0,,-1806900000.0,,1097900000.0,-400000.0,,,,38900000.0,,,,,,,196300000.0,,,,253000000.0,22700000.0,77800000.0,,0.0,,,66100000.0,,,,-5200000.0,6942500000.0,,-16600000.0,,,,,,,,,,-83300000.0,,,7650700000.0,,,-2000000.0,,,,63900000.0,,,190200000.0,,,,190200000.0,,,,,,7200000.0,167500000.0,,,383200000.0,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,286500000.0,,,-800000.0,,,,613300000.0,,,1800000.0,,,138000000.0,,313900000.0,,-143200000.0,,285800000.0,,,,8754200000.0,,,760900000.0,780300000.0,,,-30900000.0,,2691600000.0,,,,,,3863900000.0,,-9800000.0,,,,229400000.0,,,,38200000.0,,,57400000.0,208500000.0,,299400000.0,,,,-1600000.0,,,,,1846100000.0,3700000.0,,,,,84500000.0,138100000.0,138400000.0,,,,128900000.0,,,3646100000.0,,125200000.0,,,47800000.0,,-6438100000.0,3103000000.0,,122800000.0,6909400000.0,,,,,-7900000.0,900000.0,,17900000.0,,-143400000.0,-46700000.0,336800000.0,,-1844800000.0,,1128000000.0,200000.0,,,,43300000.0,,,,,,,203600000.0,,,,285500000.0,95600000.0,84000000.0,,0.0,,,65200000.0,,,,-800000.0,7036700000.0,,3900000.0,,,,,,,,,,142100000.0,,,7817000000.0,,,-2300000.0,,,,65000000.0,,,285800000.0,,,,285800000.0,,,,,,7200000.0,190200000.0,,,424100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,255800000.0,-5600000.0,110700000.0,-1100000.0,,,,580500000.0,348000000.0,504300000.0,3800000.0,,1148500000.0,141000000.0,36400000.0,294900000.0,474900000.0,-260100000.0,,348000000.0,,,,8673900000.0,81600000.0,336000000.0,898800000.0,818300000.0,-3200000.0,,-30900000.0,24800000.0,2801700000.0,140100000.0,,,3128100000.0,,4026900000.0,-1519200000.0,-2300000.0,,-5400000.0,17200000.0,213900000.0,818300000.0,,,43500000.0,4026900000.0,,-38700000.0,181600000.0,2801700000.0,285600000.0,502400000.0,110700000.0,,1900000.0,,,429500000.0,-116600000.0,1841000000.0,9800000.0,181600000.0,502600000.0,-64300000.0,2000000.0,81000000.0,141000000.0,141700000.0,,474500000.0,7272700000.0,130800000.0,3755500000.0,1841000000.0,3755500000.0,-12800000.0,123200000.0,77600000.0,208800000.0,77600000.0,8091000000.0,-3733600000.0,3128100000.0,9200000.0,111000000.0,7154700000.0,,,,258100000.0,-25400000.0,700000.0,111000000.0,18300000.0,,-264600000.0,98100000.0,474900000.0,898800000.0,-1519200000.0,,1156300000.0,-4200000.0,7200000.0,-26700000.0,,36400000.0,,24800000.0,,10000000.0,1183400000.0,7154700000.0,170200000.0,348000000.0,,906000000.0,224200000.0,62200000.0,81600000.0,1044000000.0,0.0,,1156300000.0,28500000.0,,,,-1100000.0,7272700000.0,-81500000.0,25700000.0,0.0,4200000.0,,,8673900000.0,-15428200000.0,713100000.0,,130800000.0,-40400000.0,,,8091000000.0,72800000.0,-982900000.0,-3200000.0,847400000.0,,-61500000.0,67300000.0,,2331900000.0,348000000.0,,-26700000.0,-970300000.0,348000000.0,215000000.0,,,,,7200000.0,285800000.0,-4600000.0,,215000000.0,348000000.0,,,,,,,,,,,,,,,,,,,,,,,
1427760000,238700000.0,,,-1900000.0,,,,545000000.0,,,4400000.0,,,100700000.0,,277900000.0,,-233800000.0,,38400000.0,,,,9235000000.0,,,658400000.0,515400000.0,,,-31000000.0,,2866000000.0,,,,,,3802100000.0,,600000.0,,,,187800000.0,,,,26100000.0,,,-30300000.0,204400000.0,,267100000.0,,,,-1100000.0,,,,,1833600000.0,-15700000.0,,,,,90100000.0,100800000.0,101200000.0,,,,145400000.0,,,3829500000.0,,117600000.0,,,61500000.0,,-4086900000.0,3143700000.0,,127300000.0,7306000000.0,,,,,-17600000.0,3900000.0,,18600000.0,,-231700000.0,-238300000.0,268100000.0,,-1929000000.0,,1164700000.0,3600000.0,,,,40100000.0,,,,,,,151600000.0,,,,162500000.0,-309600000.0,79100000.0,,0.0,,,50400000.0,,,,-1900000.0,7425200000.0,,-22600000.0,,,,,,,,,,-69200000.0,,,7940600000.0,,,-3600000.0,,,,68500000.0,,,38400000.0,,,,38400000.0,,,,,,7200000.0,348000000.0,,,390300000.0,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,250900000.0,,,-2000000.0,,,,528800000.0,,,3700000.0,,,111800000.0,,272500000.0,,-209700000.0,,50900000.0,,,,9397700000.0,,,701200000.0,523500000.0,,,-36500000.0,,2922600000.0,,,,,,3854800000.0,,2400000.0,,,,186800000.0,,,,28100000.0,,,15800000.0,195300000.0,,256300000.0,,,,-19700000.0,,,,,1828500000.0,-7500000.0,,,,,85700000.0,111800000.0,112200000.0,,,,145700000.0,,,3888100000.0,,108000000.0,,,72000000.0,,-4534000000.0,3153600000.0,,134100000.0,7419100000.0,,,,,-6700000.0,0.0,,17700000.0,,-189800000.0,-12800000.0,317100000.0,,-1978600000.0,,1179400000.0,800000.0,,,,36600000.0,,,,,,,162400000.0,,,,235000000.0,12500000.0,73100000.0,,0.0,,,50200000.0,,,,-2000000.0,7528800000.0,,10900000.0,,,,,,,,,,45200000.0,,,8052300000.0,,,-3800000.0,,,,70800000.0,,,50900000.0,,,,50900000.0,,,,,,7200000.0,38400000.0,,,384100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,265200000.0,,,-3300000.0,,,,574900000.0,,,3700000.0,,,131500000.0,,312300000.0,,-250500000.0,,116600000.0,,,-115700000.0,9666800000.0,,,465400000.0,581500000.0,,,-36500000.0,,2913300000.0,,,,,,4138200000.0,,-11700000.0,,,,219900000.0,,,,33700000.0,,,50600000.0,196300000.0,,262600000.0,,,,-4400000.0,,,,,2319500000.0,7900000.0,,,,,92400000.0,131600000.0,131900000.0,,,,142900000.0,,,3874600000.0,,112700000.0,,,71100000.0,,-1495300000.0,3672800000.0,,127700000.0,7616500000.0,,,,,-26100000.0,300000.0,,21900000.0,,-244300000.0,42500000.0,25300000.0,,-2050300000.0,,1210400000.0,-4900000.0,,,,40000000.0,,,,,,,171900000.0,,,,273700000.0,65700000.0,84500000.0,,0.0,,,40000000.0,,,,-3300000.0,7741000000.0,,-800000.0,,,,,,,,,,29400000.0,,,8322500000.0,,,-4600000.0,,,,71400000.0,,,116600000.0,,,,116600000.0,,,,,,7200000.0,50900000.0,,,440100000.0,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,284300000.0,-20400000.0,83400000.0,-10200000.0,,,,547100000.0,136600000.0,485300000.0,-400000.0,,1033700000.0,139300000.0,34700000.0,299400000.0,356100000.0,-179000000.0,,136600000.0,,,-57900000.0,9419100000.0,63900000.0,348700000.0,757600000.0,537000000.0,-4700000.0,,-36100000.0,18800000.0,2964700000.0,135800000.0,,,3358700000.0,,4116300000.0,-1713700000.0,4700000.0,,-55700000.0,12000000.0,218900000.0,537000000.0,-194200000.0,,47900000.0,4116300000.0,,-91800000.0,171900000.0,2964700000.0,247700000.0,483300000.0,83400000.0,,-2800000.0,,,348000000.0,-140100000.0,2045000000.0,-10900000.0,171900000.0,483500000.0,77100000.0,4200000.0,80500000.0,139300000.0,140000000.0,,442200000.0,7804000000.0,122600000.0,3914300000.0,2045000000.0,3914300000.0,-4000000.0,103900000.0,2200000.0,187300000.0,2200000.0,8341000000.0,-1270900000.0,3358700000.0,-26200000.0,137900000.0,7705400000.0,,,,284600000.0,-8500000.0,0.0,137900000.0,23700000.0,,-166400000.0,-39100000.0,356100000.0,757600000.0,-1713700000.0,,1191100000.0,-19900000.0,7200000.0,-17400000.0,,34700000.0,,18800000.0,,11400000.0,1162100000.0,7705400000.0,186700000.0,136600000.0,,909300000.0,238100000.0,20000000.0,63900000.0,1039100000.0,46000000.0,,1191100000.0,46700000.0,,,,-10200000.0,7804000000.0,-211400000.0,24500000.0,46000000.0,-28000000.0,,,9419100000.0,-11387100000.0,672600000.0,,122600000.0,71700000.0,,,8341000000.0,81900000.0,-873000000.0,-4700000.0,813400000.0,,-58900000.0,73900000.0,,2195800000.0,136600000.0,,-17400000.0,-832200000.0,136600000.0,176700000.0,,,,,7200000.0,116600000.0,-247700000.0,,176700000.0,136600000.0,,,,,,,,,,,,,,,,,,,,,,,
1459382400,262800000.0,,,-6600000.0,,,,511800000.0,,,6100000.0,,,107700000.0,,270600000.0,,-136500000.0,,39200000.0,,,-51000000.0,9920000000.0,,,680700000.0,451500000.0,,,-35800000.0,,2991500000.0,,,,,,4063900000.0,,-7400000.0,,,,187900000.0,,,,36700000.0,,,-42500000.0,175400000.0,,241200000.0,,,,-4400000.0,,,,,2038800000.0,-3800000.0,,,,,82700000.0,107800000.0,108100000.0,,,,116400000.0,,,3941400000.0,,110100000.0,,,95800000.0,,-4228700000.0,3383200000.0,,141100000.0,7757100000.0,,,,,600000.0,,,23600000.0,,-126700000.0,-121200000.0,329800000.0,,-2162900000.0,,1228000000.0,-500000.0,,,,38200000.0,,,,,,,164900000.0,,,,160300000.0,-97400000.0,69200000.0,,0.0,,,56800000.0,,,,-6600000.0,7864500000.0,,-2100000.0,,,,,,,,,,33600000.0,,,8316000000.0,,,-4800000.0,,,,74300000.0,,,39200000.0,,,,39200000.0,,,,,,7200000.0,136600000.0,,,350900000.0,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,273900000.0,,,-10000000.0,,,,548800000.0,,,5000000.0,,,120100000.0,,302500000.0,,-146800000.0,,293600000.0,,,-8200000.0,10081200000.0,,,680700000.0,723800000.0,,,-35800000.0,,3068500000.0,,,,,,4345700000.0,,5700000.0,,,,219900000.0,,,,7000000.0,,,23500000.0,176900000.0,,246300000.0,,,,1600000.0,,,,,2281800000.0,2100000.0,,,,,82600000.0,120100000.0,120500000.0,,,,114500000.0,,,4020600000.0,,109000000.0,,,112100000.0,,-2363300000.0,3665000000.0,,141200000.0,7847800000.0,,,,,-21700000.0,,,24400000.0,,-137200000.0,143000000.0,275500000.0,,-2233400000.0,,1268700000.0,-2500000.0,,,,34700000.0,,,,,,,173800000.0,,,,258200000.0,254400000.0,71100000.0,,0.0,,,53300000.0,,,,-10000000.0,7953600000.0,,-2900000.0,,,,,,,,,,121000000.0,,,8677400000.0,,,-5400000.0,,,,75700000.0,,,293600000.0,,,,293600000.0,,,,,,7200000.0,39200000.0,,,405200000.0,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,260400000.0,,,-14600000.0,,,,565600000.0,,,4100000.0,,,120500000.0,,293200000.0,,-182700000.0,,293100000.0,,,-40600000.0,10264100000.0,,,752100000.0,769000000.0,,,-35600000.0,,3116600000.0,,,,,,4443700000.0,,-800000.0,,,,199800000.0,,,,24100000.0,,,27600000.0,193700000.0,,272400000.0,,,,-300000.0,,,,,2275700000.0,-4300000.0,,,,,93400000.0,120600000.0,121000000.0,,,,107900000.0,,,4071900000.0,,127900000.0,,,136200000.0,,-8100000.0,3691600000.0,,146000000.0,7951400000.0,,,,,-16300000.0,700000.0,,25200000.0,,-167800000.0,-83100000.0,275100000.0,,-2312700000.0,,1308000000.0,200000.0,,,,37900000.0,,,,,,,158300000.0,,,,265300000.0,-500000.0,71200000.0,,0.0,,,37300000.0,,,,-14600000.0,8060500000.0,,-16500000.0,,,,,,,,,,97500000.0,,,8829500000.0,,,-5700000.0,,,,76900000.0,,,293100000.0,,,,293100000.0,,,,,,7200000.0,293600000.0,,,477000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,268300000.0,3100000.0,138400000.0,-1900000.0,,,,562300000.0,170600000.0,479900000.0,4000000.0,,1021200000.0,129600000.0,32900000.0,301000000.0,206700000.0,-162200000.0,,170600000.0,,,-85600000.0,10016800000.0,66900000.0,348800000.0,744400000.0,648000000.0,-6200000.0,,-35600000.0,36000000.0,3134100000.0,42000000.0,,,3668600000.0,,4413000000.0,-1947100000.0,2700000.0,,33200000.0,-18300000.0,210900000.0,648000000.0,-185400000.0,,-25800000.0,4413000000.0,,24600000.0,191000000.0,3134100000.0,261300000.0,477900000.0,138400000.0,,-1500000.0,,,136600000.0,-142800000.0,2271500000.0,-8200000.0,191000000.0,478100000.0,322800000.0,900000.0,90100000.0,129600000.0,130300000.0,,462400000.0,8169500000.0,107800000.0,4089900000.0,2271500000.0,4089900000.0,200000.0,115400000.0,2400000.0,182800000.0,2400000.0,8817500000.0,-2274200000.0,3668600000.0,-14200000.0,152600000.0,8069700000.0,,,,305000000.0,-20700000.0,0.0,152600000.0,24500000.0,,-158800000.0,-189800000.0,206700000.0,744400000.0,-1947100000.0,,1289300000.0,5900000.0,7200000.0,-33100000.0,,32900000.0,,36000000.0,,19200000.0,1167300000.0,8069700000.0,165700000.0,170600000.0,,913300000.0,229500000.0,-122500000.0,66900000.0,1065400000.0,41100000.0,,1289300000.0,35400000.0,,,,-1900000.0,8169500000.0,34000000.0,3200000.0,41100000.0,-4600000.0,,,10016800000.0,-8874300000.0,662700000.0,,107800000.0,70700000.0,,,8817500000.0,97700000.0,-628200000.0,-6200000.0,818500000.0,,-58100000.0,78100000.0,,2188500000.0,170600000.0,,-33100000.0,-590500000.0,170600000.0,247800000.0,,,,,7200000.0,293100000.0,-251100000.0,,247800000.0,170600000.0,,,,,,,,,,,,,,,,,,,,,,,
1490918400,341900000.0,,,-4200000.0,,,,572400000.0,,,4800000.0,,,146500000.0,,300300000.0,,-162400000.0,,123100000.0,,,-55700000.0,10605300000.0,,,708200000.0,633000000.0,,,-35200000.0,,3196900000.0,,,,,,4409300000.0,,-12800000.0,,,,210700000.0,,,,32600000.0,,,-33800000.0,208500000.0,,272100000.0,,,,-2800000.0,,,,,2263600000.0,-2600000.0,,,,,89600000.0,146600000.0,146900000.0,,,,105800000.0,,,4154000000.0,,117400000.0,,,146500000.0,,-2671600000.0,3701100000.0,,154900000.0,8132500000.0,,,,,51900000.0,,,24700000.0,,-160100000.0,-14700000.0,292400000.0,,-2472800000.0,,1331700000.0,0.0,,,,38000000.0,,,,,,,237900000.0,,,,129600000.0,-47500000.0,74700000.0,,0.0,,,91000000.0,,,,-4200000.0,8245200000.0,,-16100000.0,,,,,,,,,,-30500000.0,,,8878200000.0,,,-5400000.0,,,,79300000.0,,,123100000.0,,,,123100000.0,,,,,,7200000.0,170600000.0,,,415800000.0,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,336700000.0,,,-15500000.0,,,,617800000.0,,,5700000.0,,,134400000.0,,333300000.0,,-175000000.0,,166300000.0,,,-64700000.0,10800600000.0,,,821300000.0,711400000.0,,,-35100000.0,,3238000000.0,,,,,,4559800000.0,,3200000.0,,,,239300000.0,,,,42100000.0,,,1600000.0,232900000.0,,284500000.0,,,,-13100000.0,,,,,2243600000.0,-700000.0,,,,,94000000.0,134400000.0,134700000.0,,,,109500000.0,,,4192600000.0,,125200000.0,,,156800000.0,,-3123000000.0,3738500000.0,,155400000.0,8247300000.0,,,,,17000000.0,,,25000000.0,,-147200000.0,-69100000.0,345000000.0,,-2553300000.0,,1385400000.0,0.0,,,,36200000.0,,,,,,,231300000.0,,,,287300000.0,43200000.0,72700000.0,,0.0,,,96600000.0,,,,-15500000.0,8356200000.0,,-26100000.0,,,,,,,,,,140100000.0,,,9067600000.0,,,-7200000.0,,,,80400000.0,,,166300000.0,,,,166300000.0,,,,,,7200000.0,123100000.0,,,476300000.0,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,319000000.0,,,-4000000.0,,,,621400000.0,,,4100000.0,,,129200000.0,,330400000.0,,-204600000.0,,88400000.0,,,-200000000.0,10927400000.0,,,924800000.0,640500000.0,,,-34800000.0,,3160900000.0,,,,,,4693900000.0,,-9700000.0,,,,233800000.0,,,,36300000.0,,,71100000.0,237200000.0,,291000000.0,,,,800000.0,,,,,2238400000.0,4400000.0,,,,,96600000.0,129300000.0,129900000.0,,,,98400000.0,,,4090600000.0,,129000000.0,,,163700000.0,,-3826500000.0,3769100000.0,,151200000.0,8335600000.0,,,,,3300000.0,500000.0,,25200000.0,,-182200000.0,-190100000.0,396400000.0,,-2591800000.0,,1432300000.0,0.0,,,,51900000.0,,,,,,,211900000.0,,,,316800000.0,-77900000.0,72300000.0,,0.0,,,82000000.0,,,,-24300000.0,8459800000.0,,-4600000.0,,,,,,,,,,134600000.0,,,9100300000.0,,,-7900000.0,,,,81900000.0,,,88400000.0,,,,88400000.0,,,,,,7100000.0,166300000.0,,,528400000.0,,,,,,,,,,,,,,,,,,,,,,,,
