,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualDilutedAverageShares,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,annualRepaymentOfDebt,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDilutedEPS,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,quarterlyStockholdersEquity,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualNetOtherFinancingCharges,quarterlyEbitda,annualChangeInInventory,quarterlyNetPPE,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyTotalRevenue,quarterlyCommonStockIssuance,annualInventory,annualBasicAverageShares,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualCapitalStock,annualPurchaseOfBusiness,annualCostOfRevenue,annualCurrentDebt,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyGrossPPE,annualOperatingExpense,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualDeferredIncomeTax,trailingFreeCashFlow,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,trailingCashDividendsPaid,trailingBeginningCashPosition,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualAccountsReceivable,quarterlyBasicEPS,annualNetIncome,annualFreeCashFlow,annualCommonStockIssuance,quarterlyTotalAssets,annualInvestingCashFlow,quarterlyNetIncome,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalRevenue,annualPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualStockholdersEquity,annualLongTermDebt,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualNonCurrentDeferredRevenue,annualTaxProvision,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyInventory,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingOperatingIncome,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyOtherNonCurrentAssets,annualEbitda,quarterlyDilutedAverageShares,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualBasicEPS,annualIncomeTaxPayable,quarterlyStockBasedCompensation,annualGoodwill,annualResearchAndDevelopment,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualStockBasedCompensation,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,quarterlyGoodwill
1475193600,32618000.0,1457000.0,86731000.0,131672000.0,84781000.0,-7724000.0,,2955130000.0,,4928000.0,-13289000.0,-77820000.0,9702000.0,,31044000.0,25861000.0,-15155000.0,-10000.0,9196000.0,,,37546000.0,32834000.0,,-325130000.0,39300000.0,37546000.0,3119818000.0,,1166591000.0,,221654000.0,94808000.0,253178000.0,1.52,247786000.0,,89705000.0,-5489000.0,-3547000.0,65095000.0,-85628000.0,2407652000.0,,,,469241000.0,3837000.0,217029000.0,85884000.0,-97643000.0,,131672000.0,4565000.0,-547478000.0,32834000.0,,221654000.0,-11176000.0,1600407000.0,183152000.0,,0.0,280498000.0,2955130000.0,112963000.0,36133000.0,571608000.0,607264000.0,825556000.0,29476000.0,,,-547478000.0,46031000.0,-57262000.0,-4790000.0,,11303000.0,-98056000.0,42480000.0,84781000.0,,6120000.0,478466000.0,2560491000.0,13183000.0,,,,28519000.0,,-2487000.0,8917000.0,3119818000.0,142658000.0,825556000.0,400900000.0,,-29066000.0,,,-82445000.0,145687000.0,1063550000.0,,-51612000.0,142658000.0,,131672000.0,-182500000.0,16010000.0,3727082000.0,-363190000.0,25400000.0,167535000.0,25400000.0,,19851000.0,,1880905000.0,0.0,,9702000.0,,247786000.0,1166591000.0,1063550000.0,,-46243000.0,2097000.0,89705000.0,28519000.0,23530000.0,3727082000.0,1988883000.0,37546000.0,,571608000.0,217029000.0,0.0,,,72748000.0,2764000.0,37546000.0,9111000.0,183152000.0,478466000.0,-188000.0,,196937000.0,25400000.0,979000.0,196937000.0,68341000.0,,-107858000.0,8305000.0,37546000.0,,68708000.0,2407652000.0,-15155000.0,,-20670000.0,37546000.0,,142630000.0,1988883000.0,2560491000.0,-15656000.0,68708000.0,249479000.0,,607264000.0,-1008000.0,,1.53,,,,,,,,,,,,,,,,,,
1483142400,,-152180000.0,,,,-7459000.0,,,,,,-16426000.0,,,,33361000.0,-9323000.0,3218000.0,,0.4,,46875000.0,33450000.0,,,,46875000.0,,,1185361000.0,,222153000.0,37546000.0,,,261150000.0,,78334000.0,-2716000.0,,64511000.0,,2451749000.0,,,,541028000.0,4616000.0,,,-78181000.0,,,141934000.0,-557444000.0,,,,,,,86084000.0,-6355000.0,,3009193000.0,,34636000.0,822932000.0,815063000.0,838505000.0,,,,,-46064000.0,9329000.0,-4113000.0,,,,41475000.0,123674000.0,,17450000.0,,,2018000.0,,,,28317000.0,,-4636000.0,-143223000.0,3134443000.0,252755000.0,,466192000.0,,,,,,,1026682000.0,,-124245000.0,,0.41,,,,3949506000.0,,34929000.0,,34929000.0,,19260000.0,,,,,9258000.0,,,,,,,12601000.0,,,,,1941213000.0,,,,230983000.0,0.0,,,,3776000.0,,10615000.0,381432000.0,494555000.0,-4167000.0,,209616000.0,34929000.0,,,74836000.0,,-86541000.0,-12405000.0,46875000.0,,,,,,-21931000.0,,,,,2764145000.0,,60937000.0,,86855000.0,,,,,,,,,,,,,,,,,,,,,,
1490918400,,14772000.0,,,,-7379000.0,,,,,,69131000.0,,,,39813000.0,-7597000.0,4758000.0,,1.32,,92735000.0,20069000.0,,,,92735000.0,,,1286280000.0,,222235000.0,46875000.0,,,232742000.0,,78853000.0,-38944000.0,,165319000.0,,2496304000.0,,,,733546000.0,5115000.0,,,-70485000.0,,,-102683000.0,-570125000.0,,,,,,,86275000.0,0.0,,3066429000.0,,133555000.0,626260000.0,677957000.0,931184000.0,,,,,217868000.0,45860000.0,-3303000.0,,,,139653000.0,44545000.0,,15983000.0,,,23932000.0,,,,28121000.0,,-5902000.0,133575000.0,3179402000.0,242698000.0,,554080000.0,,,,,,,1023968000.0,,147383000.0,,1.33,,,,3857359000.0,,114702000.0,,114702000.0,,20328000.0,,,,,9029000.0,,,,,,,19893000.0,,,,,1944819000.0,,,,154708000.0,-5902000.0,,,,5338000.0,,11436000.0,298623000.0,511569000.0,-187000.0,,218775000.0,114702000.0,,,179466000.0,,-69325000.0,2378000.0,92735000.0,,,,,,-21967000.0,,,,,2571079000.0,,61052000.0,,87101000.0,,,,,,,,,,,,,,,,,,,,,,
1498780800,,110921000.0,,,,-8163000.0,,,,,,-53312000.0,,,,29556000.0,-10901000.0,-35000.0,,0.22,,62159000.0,19961000.0,,,,62159000.0,,,1284601000.0,,222249000.0,92735000.0,,,241135000.0,,92477000.0,-1794000.0,,42000000.0,,2556981000.0,,,,457523000.0,4071000.0,,,-66125000.0,,,5525000.0,-584592000.0,,,,,,,86408000.0,0.0,,3141573000.0,,10076000.0,775878000.0,637550000.0,928093000.0,,,,,51292000.0,-30576000.0,-7248000.0,,,,17967000.0,43041000.0,,15875000.0,,,-5816000.0,,,,27924000.0,,-13559000.0,18403000.0,3240376000.0,167128000.0,,410000000.0,,,,,,,897703000.0,,-14833000.0,,0.22,,,,3877926000.0,,18957000.0,,18957000.0,,20760000.0,,,,,9636000.0,,,,,,,5216000.0,,,,,1817447000.0,,,,213026000.0,-13559000.0,,,,3273000.0,,11164000.0,449692000.0,527761000.0,-241000.0,,226357000.0,18957000.0,,,47523000.0,,-87393000.0,6054000.0,62159000.0,,,,,,-22011000.0,,,,,2593325000.0,,62356000.0,,87267000.0,,,,,,,,,,,,,,,,,,,,,,
1506729600,-35320000.0,-30487000.0,87144000.0,132065000.0,60824000.0,-9142000.0,,3211070000.0,,37546000.0,-97854000.0,3539000.0,9988000.0,41084000.0,44886000.0,28477000.0,-3256000.0,20000.0,14437000.0,,,2226000.0,26957000.0,,-293506000.0,40243000.0,2226000.0,3349063000.0,,1236643000.0,,222258000.0,62159000.0,107295000.0,1.52,258145000.0,,84051000.0,-54400000.0,-4788000.0,-8508000.0,2932000.0,2609741000.0,,,,536520000.0,3690000.0,214007000.0,86321000.0,-78715000.0,,132065000.0,62519000.0,-601329000.0,26957000.0,,222258000.0,-82731000.0,1970366000.0,431375000.0,,0.0,298251000.0,3211070000.0,131207000.0,-41672000.0,802918000.0,579444000.0,867984000.0,42727000.0,,,-601329000.0,24950000.0,-59933000.0,-6698000.0,,-56974000.0,29742000.0,-32051000.0,60824000.0,,-6581000.0,519005000.0,2691864000.0,-1791000.0,,,,27728000.0,,-58634000.0,20987000.0,3349063000.0,196467000.0,867984000.0,540094000.0,,-32143000.0,,,-87988000.0,136595000.0,997080000.0,,-53765000.0,196467000.0,,132065000.0,-45460000.0,17492000.0,3928507000.0,-390661000.0,-36523000.0,167044000.0,-36523000.0,,21493000.0,,2268617000.0,0.0,,9988000.0,,258145000.0,1236643000.0,997080000.0,,-21362000.0,2533000.0,84051000.0,27728000.0,18343000.0,3928507000.0,1888946000.0,2226000.0,,802918000.0,214007000.0,-2973000.0,,,81841000.0,2050000.0,2226000.0,11671000.0,431375000.0,519005000.0,-193000.0,,238337000.0,-36523000.0,7961000.0,238337000.0,-3574000.0,,-147402000.0,17059000.0,2226000.0,,74818000.0,2609741000.0,-3256000.0,,-22079000.0,2226000.0,41084000.0,248046000.0,1888946000.0,2691864000.0,13086000.0,74818000.0,263322000.0,,579444000.0,-6355000.0,,1.53,,,,,,,,,,,,,,,,,,
1514678400,,-192253000.0,,,,-12752000.0,,,,,,14541000.0,,37693000.0,,38345000.0,-8460000.0,6616000.0,,1.42,,4738000.0,33050000.0,,,,4738000.0,,,1347770000.0,,225095000.0,2226000.0,,,280475000.0,,75773000.0,-1690000.0,,104026000.0,,2649293000.0,,,,705305000.0,26536000.0,,,-53025000.0,,,102940000.0,-622923000.0,,,,,,,86996000.0,0.0,,3272216000.0,,70267000.0,991001000.0,826079000.0,967852000.0,,,,,-23502000.0,2512000.0,-4407000.0,,,,75245000.0,109848000.0,,-41283000.0,,,-50168000.0,,,,27531000.0,,-17202000.0,-153102000.0,3360849000.0,325406000.0,,591715000.0,,,,,,,1001183000.0,,-76527000.0,,1.42,,,,4186928000.0,,123699000.0,,123699000.0,,21854000.0,,,,,8851000.0,,,,,,,11769000.0,,,,,1848157000.0,,,,216568000.0,-43000.0,,,,6927000.0,,11905000.0,539367000.0,242583000.0,-13319000.0,,235424000.0,123699000.0,,,113590000.0,,-76926000.0,-25527000.0,4738000.0,,,,,,-23607000.0,,,,,2839158000.0,,70752000.0,,87347000.0,,,,,,,,,,,,,,,,,,,,,,
1522454400,,41033000.0,,,,-20340000.0,,,,,,134614000.0,,23173000.0,,44002000.0,-13788000.0,0.0,,1.59,,4928000.0,18261000.0,,,,4928000.0,,,1467374000.0,,225173000.0,4738000.0,,,244062000.0,,49711000.0,-3656000.0,,202232000.0,,2475513000.0,,,,1019043000.0,6030000.0,,,-75662000.0,,,-243879000.0,-616266000.0,,,,,,,87595000.0,0.0,,3091779000.0,,167974000.0,694468000.0,814625000.0,1084232000.0,,,,,335973000.0,190000.0,11066000.0,,,,177792000.0,83913000.0,,13761000.0,,,30901000.0,,,,9497000.0,,-3975000.0,163243000.0,3146115000.0,298824000.0,,797249000.0,,,,,,,997925000.0,,260311000.0,,1.6,,,,3960740000.0,,140266000.0,,140266000.0,,22460000.0,,,,,8467000.0,,,,,,,,,,,,1798898000.0,,,,85112000.0,-2000.0,,,,1980000.0,,11798000.0,316805000.0,241974000.0,-101000.0,,212112000.0,140266000.0,,,221794000.0,,-91904000.0,7986000.0,4928000.0,,,,,,-23852000.0,,,,,2493366000.0,,69549000.0,,87989000.0,,,,,,,,,,,,,,,,,,,,,,
1530316800,,145463000.0,,,,-9591000.0,,,,,,-56793000.0,,23610000.0,,28142000.0,-15880000.0,0.0,,-0.16,,1070000.0,26212000.0,,,,1070000.0,,,1449962000.0,,226189000.0,4928000.0,,,287182000.0,,52833000.0,-128371000.0,,-14664000.0,,2573403000.0,,,,543435000.0,22683000.0,,,-90456000.0,,,1432000.0,-625654000.0,,,,,,,87888000.0,,,3199057000.0,,-46021000.0,506944000.0,736893000.0,1045920000.0,,,,,80086000.0,-3858000.0,-11001000.0,,,,-37666000.0,70595000.0,,-26070000.0,,,-28534000.0,,,,9300000.0,,-8198000.0,109403000.0,3240495000.0,201104000.0,,552959000.0,,,,,,,1220166000.0,,-10370000.0,,-0.16,,,,3977388000.0,,-14274000.0,,-14274000.0,,20320000.0,,,,,9402000.0,,,,,,,,,,,,2020482000.0,,,,150169000.0,-7000.0,,,,2682000.0,,11037000.0,97627000.0,248216000.0,-205000.0,,212817000.0,-14274000.0,,,-9524000.0,,-85376000.0,22754000.0,1070000.0,,,,,,-23875000.0,,,,,2527426000.0,,70700000.0,,87888000.0,,,,,,,,,,,,,,,,,,,,,,
1538265600,-768000.0,-1767000.0,88315000.0,233436000.0,73071000.0,-4960000.0,,3304491000.0,,2226000.0,-165486000.0,-46459000.0,8959000.0,23375000.0,46286000.0,27314000.0,-12610000.0,0.0,16853000.0,-0.18,,1458000.0,27325000.0,,-330301000.0,,1458000.0,3373584000.0,,1418978000.0,,226196000.0,1070000.0,-25955000.0,2.64,347693000.0,,52027000.0,-31769000.0,-13755000.0,7036000.0,45903000.0,2651049000.0,,,,647326000.0,3564000.0,198543000.0,87689000.0,-111158000.0,,233436000.0,113552000.0,-653442000.0,27325000.0,,226196000.0,-32795000.0,2581230000.0,275495000.0,88279000.0,,333879000.0,3304491000.0,137803000.0,-25577000.0,750976000.0,770080000.0,1007117000.0,-57196000.0,,,-653442000.0,5729000.0,388000.0,-5795000.0,,-7524000.0,128853000.0,-19295000.0,73071000.0,,-3604000.0,246412000.0,2724686000.0,-5984000.0,,,,9104000.0,,-3420000.0,9309000.0,3373584000.0,205490000.0,1007117000.0,639307000.0,,-47643000.0,,,-95835000.0,166643000.0,1180619000.0,,-105429000.0,205490000.0,-0.18,233436000.0,67985000.0,58813000.0,4143664000.0,-373099000.0,-16255000.0,196076000.0,-16255000.0,,21067000.0,,2915109000.0,-9000.0,,8959000.0,,347693000.0,1418978000.0,1180619000.0,,-10137000.0,,52027000.0,9104000.0,-53785000.0,4143664000.0,1973710000.0,1458000.0,,750976000.0,198543000.0,43000.0,,,85701000.0,5264000.0,1458000.0,11546000.0,275495000.0,246412000.0,-130000.0,,223783000.0,-16255000.0,6616000.0,223783000.0,8019000.0,,-118893000.0,35209000.0,1458000.0,,96225000.0,2651049000.0,-12610000.0,,-24501000.0,1458000.0,23375000.0,398286000.0,1973710000.0,2724686000.0,40422000.0,96225000.0,298630000.0,88279000.0,770080000.0,0.0,,2.66,,,,,,,,,,,,,,,,,,
1546214400,,-161039000.0,,,,-8396000.0,,,,,,-59203000.0,,23007000.0,,25073000.0,-15822000.0,0.0,,0.97,,7694000.0,29629000.0,,,,7694000.0,,,1497050000.0,,226539000.0,1710000.0,,,346235000.0,,58763000.0,-4723000.0,,111444000.0,,2710072000.0,,,,811767000.0,11713000.0,,,-83485000.0,,,204736000.0,-670465000.0,,,,,,,88547000.0,,,3380537000.0,,76126000.0,998922000.0,1049909000.0,1073107000.0,,,,,-104755000.0,6299000.0,-5705000.0,,,,88743000.0,94477000.0,,-7454000.0,,,-6961000.0,,,,2144000.0,,-2420000.0,-188300000.0,3427413000.0,318108000.0,,697951000.0,,,,,,,1184801000.0,,-188240000.0,,0.97,,,,4477322000.0,,86248000.0,,86248000.0,,21832000.0,,,,,9622000.0,,,,,,,,,,,,1981350000.0,,,,256604000.0,,,,,869000.0,,13486000.0,496506000.0,236994000.0,-6087000.0,,225362000.0,86248000.0,,,113816000.0,,-93682000.0,-47498000.0,8009000.0,,,,,,-25812000.0,,,,,2980272000.0,,92863000.0,,88946000.0,,,,,,,,,,,,,,,,,,,,,,
1553990400,,55139000.0,,,,-8738000.0,,,,,,170024000.0,,15798000.0,,25375000.0,-15517000.0,34484000.0,,0.82,,83160000.0,18162000.0,,,,83160000.0,,,1569162000.0,,226613000.0,8009000.0,,,282663000.0,,54517000.0,-7282000.0,,102070000.0,,2789326000.0,,,,866255000.0,22348000.0,,,-90997000.0,,,-337192000.0,-694363000.0,,,,,,,88836000.0,,,3483689000.0,,67250000.0,583799000.0,605185000.0,1120699000.0,,,,,276542000.0,75556000.0,3057000.0,,,,77001000.0,57508000.0,,25075000.0,,,-2952000.0,,,,1947000.0,,-4823000.0,144756000.0,3484788000.0,273924000.0,,763879000.0,,,,,,,1179716000.0,,185545000.0,,0.83,,,,4089973000.0,,73573000.0,,73573000.0,,22311000.0,,,,,7396000.0,,,,,,,,,,,,1937012000.0,,,,72733000.0,,,,,2758000.0,,12509000.0,170529000.0,212265000.0,-520000.0,,195203000.0,73573000.0,,,102376000.0,,136206000.0,11545000.0,83565000.0,,,,,,-25938000.0,,,,,2520811000.0,,94764000.0,,89228000.0,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,-15078000.0,25314000.0,,135164000.0,,,-73858000.0,,15261000.0,,25522000.0,-15212000.0,0.0,,-0.09,-409848000.0,26297000.0,19493000.0,242860000.0,,,26297000.0,,-31407000.0,1572197000.0,-46770000.0,226627000.0,83565000.0,,,243266000.0,49189000.0,63531000.0,-2996000.0,,20959000.0,,2901436000.0,3459000.0,-6834000.0,-17838000.0,434942000.0,36529000.0,,,-124208000.0,88359000.0,,96656000.0,-716244000.0,,-19887000.0,,,,,89600000.0,,,3617680000.0,,-13838000.0,582045000.0,509971000.0,1085996000.0,,-238329000.0,103284000.0,,-5997000.0,-56877000.0,-11444000.0,2517430000.0,,,-4019000.0,55929000.0,135164000.0,-45424000.0,,,-1941000.0,-102231000.0,1365000.0,135164000.0,1751000.0,-19232000.0,-8569000.0,61097000.0,3613441000.0,174670000.0,,413439000.0,,,,-37172000.0,,,1211811000.0,26862000.0,-130205000.0,,-0.09,,,,4123412000.0,,-8402000.0,,-8402000.0,34484000.0,23149000.0,74154000.0,,,3326000.0,7070000.0,-223957000.0,,,,2760290000.0,,,,,,,1969170000.0,,,,146710000.0,,77752000.0,26679000.0,,1829000.0,,11648000.0,223892000.0,223053000.0,-97000.0,171519000.0,197660000.0,-8402000.0,,,21503000.0,13574000.0,-147536000.0,4070000.0,26688000.0,139576000.0,,,,,-25980000.0,,,,,2551215000.0,,95839000.0,,89600000.0,,,103961000.0,,,,,,,,,,,,,,,,,,,
1569801600,2353000.0,,,169505000.0,73091000.0,-7983000.0,,3782359000.0,,1710000.0,-345138000.0,-38431000.0,11945000.0,14611000.0,47082000.0,26950000.0,-31787000.0,0.0,11273000.0,0.2,,2676000.0,27116000.0,,-457859000.0,,2676000.0,3861379000.0,,1551717000.0,,226649000.0,26688000.0,95602000.0,,267785000.0,,63599000.0,-330137000.0,-7104000.0,22465000.0,-1468000.0,3041166000.0,,,,479081000.0,3518000.0,184278000.0,,-159169000.0,,169505000.0,131402000.0,-741193000.0,27116000.0,,226649000.0,-27202000.0,2335190000.0,46869000.0,89983000.0,,256855000.0,3782359000.0,102920000.0,-11412000.0,446377000.0,511606000.0,1075960000.0,-57723000.0,,,-741193000.0,23560000.0,-22625000.0,-12751000.0,,,13781000.0,-7790000.0,73091000.0,,-29920000.0,194316000.0,2821268000.0,-25897000.0,,,,1554000.0,,-11390000.0,-3772000.0,3861379000.0,139263000.0,1075960000.0,459921000.0,,-40195000.0,,,-104059000.0,118126000.0,1537177000.0,,-135609000.0,139263000.0,0.2,169505000.0,-268509000.0,74108000.0,4372985000.0,-282599000.0,18086000.0,153935000.0,18086000.0,,24438000.0,,2592045000.0,,,11945000.0,,267785000.0,1551717000.0,1537177000.0,,-26843000.0,,63599000.0,1554000.0,-37751000.0,4372985000.0,2374891000.0,4063000.0,,446377000.0,184278000.0,,,,91730000.0,5817000.0,2676000.0,9439000.0,46869000.0,194316000.0,-400000.0,,200268000.0,18086000.0,34484000.0,200268000.0,19160000.0,,-177587000.0,34139000.0,4063000.0,,101271000.0,3041166000.0,-31787000.0,,-26329000.0,2676000.0,14611000.0,189350000.0,2374891000.0,2821268000.0,2256000.0,101271000.0,256938000.0,90366000.0,511606000.0,0.0,,,,,,,,,,,,,,,,,,,,
