,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,trailingBeginningCashPosition,quarterlyBasicAverageShares,annualChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyChangeInInventory,annualCurrentAssets,trailingCapitalExpenditure,annualOtherNonCurrentLiabilities,annualGrossPPE,annualInterestExpense,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualRepaymentOfDebt,trailingGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyNetOtherInvestingChanges,annualInventory,trailingTaxProvision,quarterlyTaxProvision,annualCurrentDebt,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualCapitalStock,trailingDepreciationAndAmortization,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,annualFreeCashFlow,annualAccumulatedDepreciation,annualGrossProfit,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,annualChangeInWorkingCapital,annualOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingCashDividendsPaid,quarterlyTotalRevenue,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalAssets,annualTotalAssets,annualDilutedEPS,trailingPretaxIncome,trailingNetIncome,annualNetIncome,annualGoodwill,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingPurchaseOfInvestment,quarterlyLongTermDebt,annualLongTermDebt,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualPretaxIncome,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicEPS,annualOperatingIncome,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingSaleOfInvestment,annualTaxProvision,annualDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyEndCashPosition,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,annualAccountsPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherIntangibleAssets,annualOtherShortTermInvestments,trailingEndCashPosition,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,annualEbitda,annualNetPPE,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualPurchaseOfBusiness,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,trailingBasicEPS
1301529600,102000000.0,,,1102764693.0,,,,,,,,,,-75000000.0,-300000000.0,,,,1781000000.0,1024000000.0,,,-17000000.0,1008000000.0,,,,-760000000.0,,368000000.0,1292000000.0,,,8756000000.0,,,,,,,14000000.0,,,243000000.0,,23915000000.0,-524000000.0,-8445000000.0,,,,,-269000000.0,,,1021000000.0,,0.353333,,9134000000.0,-268000000.0,,,,638000000.0,137000000.0,,,,,,506000000.0,-390000000.0,-888000000.0,,32360000000.0,2222000000.0,,,2810000000.0,2171000000.0,,,,773000000.0,27577000000.0,,,,,,,,25406000000.0,,7637000000.0,,,,1719000000.0,56000000.0,,,-758000000.0,,1780000000.0,,1068000000.0,1029000000.0,,174000000.0,243000000.0,,,16599000000.0,,,1114758000.0,,1140000000.0,765000000.0,,,395000000.0,,395000000.0,,,,,395000000.0,,-376000000.0,,534000000.0,,7182000000.0,237000000.0,,4000000.0,,,590000000.0,,534000000.0,,,140000000.0,,503000000.0,,-96000000.0,,,,,,,0.357189,351000000.0,,,32000000.0,,,,18821000000.0,,116000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,123000000.0,,,1095281506.0,,,,,,,,,,-44000000.0,-228000000.0,,,,2493000000.0,1076000000.0,,,52000000.0,1567000000.0,,,,-747000000.0,,1095000000.0,534000000.0,,,8941000000.0,,,,,,,2000000.0,,,286000000.0,,24202000000.0,-46000000.0,-8575000000.0,,,,,1087000000.0,,,1172000000.0,,0.458847,,8582000000.0,195000000.0,,,,792000000.0,143000000.0,,,,,,1081000000.0,-557000000.0,192000000.0,,32777000000.0,2485000000.0,,,3019000000.0,2967000000.0,,,,926000000.0,28705000000.0,,,,,,,,25738000000.0,,8186000000.0,,,,1991000000.0,43000000.0,,,718000000.0,,1753000000.0,,1112000000.0,526000000.0,,180000000.0,246000000.0,,,17279000000.0,,,1109000000.0,,1158000000.0,1321000000.0,,,506000000.0,,506000000.0,,,,,506000000.0,,-555000000.0,,1252000000.0,,7340000000.0,251000000.0,,-1000000.0,,,1295000000.0,,1252000000.0,,,134000000.0,,494000000.0,,-132000000.0,,,,,,,0.458847,378000000.0,,,-2000000.0,,,,19764000000.0,,524000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,112000000.0,,,1049953020.0,,,,,,,,,,-30000000.0,-1036000000.0,,,,1894000000.0,1170000000.0,,,82000000.0,1016000000.0,,,,-738000000.0,,1050000000.0,1252000000.0,,,8268000000.0,,,,,,,19000000.0,,,282000000.0,,24418000000.0,-25000000.0,-8723000000.0,,,,,541000000.0,,,1135000000.0,,0.43,,7944000000.0,73000000.0,,,,746000000.0,206000000.0,,,,,,998000000.0,-489000000.0,-1200000000.0,,33141000000.0,2568000000.0,,,2963000000.0,2301000000.0,,,,878000000.0,28248000000.0,,,,,,,,25947000000.0,,8160000000.0,,,,2074000000.0,61000000.0,,,-672000000.0,,1717000000.0,,1148000000.0,1069000000.0,,474000000.0,251000000.0,,,17412000000.0,,,1077000000.0,,1168000000.0,765000000.0,,,464000000.0,,464000000.0,,,,,464000000.0,,-470000000.0,,580000000.0,,7535000000.0,236000000.0,,6000000.0,,,641000000.0,,580000000.0,,,138000000.0,,494000000.0,,-126000000.0,,,,,,,0.441925,361000000.0,,,-13000000.0,,,,19980000000.0,,509000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,78000000.0,-509000000.0,,,-73000000.0,,1292000000.0,,2935000000.0,,1983000000.0,33704000000.0,552000000.0,76000000.0,0.0,1822000000.0,609000000.0,,1856000000.0,1147000000.0,,3073000000.0,-33000000.0,1015000000.0,26538000000.0,-605000000.0,,-875000000.0,,1049000000.0,580000000.0,22000000.0,,8455000000.0,,-2297000000.0,,2180000000.0,,-1413000000.0,-73000000.0,240000000.0,,255000000.0,507000000.0,24974000000.0,-10000000.0,-8730000000.0,78000000.0,4276000000.0,11743000000.0,,457000000.0,1049000000.0,,1088000000.0,36000000.0,,7601000000.0,8275000000.0,119000000.0,1194000000.0,-8730000000.0,7467000000.0,712000000.0,123000000.0,,119000000.0,4049000000.0,,1822000000.0,906000000.0,-861000000.0,483000000.0,,33704000000.0,2687000000.0,,,2951000000.0,2935000000.0,21005000000.0,,,841000000.0,29473000000.0,29473000000.0,1.67,,,1822000000.0,64000000.0,8275000000.0,26538000000.0,,8734000000.0,8734000000.0,1129000000.0,-492000000.0,180000000.0,523000000.0,,1089000000.0,203000000.0,,1525000000.0,-480000000.0,1129000000.0,1095000000.0,2888000000.0,183000000.0,236000000.0,,,18318000000.0,1.67,3418000000.0,,1906000000.0,1171000000.0,779000000.0,,8468000000.0,457000000.0,64000000.0,457000000.0,-2587000000.0,,1066000000.0,976000000.0,457000000.0,,-1186000000.0,783000000.0,783000000.0,183000000.0,7601000000.0,240000000.0,,9000000.0,,,1306000000.0,3491000000.0,783000000.0,84000000.0,1147000000.0,140000000.0,18318000000.0,507000000.0,2687000000.0,-126000000.0,,,523000000.0,,,1171000000.0,,329000000.0,,-875000000.0,17000000.0,393000000.0,4416000000.0,24974000000.0,21005000000.0,-1564000000.0,45000000.0,-38000000.0,783000000.0,1089000000.0,1306000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,1702000000.0,,,1039158062.0,,,,,,,,,,-22000000.0,-300000000.0,,,437000000.0,1883000000.0,1205000000.0,,,69000000.0,1027000000.0,,,,-866000000.0,,1039000000.0,783000000.0,,,8504000000.0,,,,,,,8000000.0,,,267000000.0,,25141000000.0,-413000000.0,-8861000000.0,,,,,-457000000.0,,,1117000000.0,,0.43,,8313000000.0,-126000000.0,,,,716000000.0,195000000.0,,,,,,444000000.0,-469000000.0,-523000000.0,,34002000000.0,2593000000.0,,,2966000000.0,2468000000.0,,,,856000000.0,29186000000.0,,,,,,,,26718000000.0,,8623000000.0,,,,2091000000.0,139000000.0,,,-156000000.0,,1667000000.0,,1161000000.0,1083000000.0,,168000000.0,257000000.0,,,18089000000.0,,,1049000000.0,,1178000000.0,770000000.0,,,449000000.0,,449000000.0,,,,,449000000.0,,-77000000.0,,627000000.0,,7799000000.0,251000000.0,,4000000.0,,,766000000.0,,766000000.0,,,144000000.0,,502000000.0,,-125000000.0,-53000000.0,,,,,,0.432081,399000000.0,,,15000000.0,,,,20682000000.0,,-25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,125000000.0,,,1039988670.0,,,,,,,,,,24000000.0,0.0,,,109000000.0,1950000000.0,1055000000.0,,,-150000000.0,1007000000.0,,,,-849000000.0,,1040000000.0,627000000.0,,,8895000000.0,,,,,,,-2000000.0,,,297000000.0,,25632000000.0,-42000000.0,-8984000000.0,,,,,928000000.0,,,1211000000.0,,0.49,,8679000000.0,-28000000.0,,,,809000000.0,105000000.0,,,,,,847000000.0,-754000000.0,-180000000.0,,34616000000.0,2575000000.0,,,3012000000.0,2372000000.0,,,,943000000.0,29589000000.0,,,,,,,,27217000000.0,,8581000000.0,,,,2067000000.0,41000000.0,,,15000000.0,,1642000000.0,,1136000000.0,1062000000.0,,171000000.0,263000000.0,,,18119000000.0,,,1043000000.0,,1183000000.0,744000000.0,,,512000000.0,,512000000.0,,,,,512000000.0,,-652000000.0,,642000000.0,,7896000000.0,256000000.0,,4000000.0,,,683000000.0,,642000000.0,,,139000000.0,,508000000.0,,-145000000.0,-5000000.0,,,,,,0.492313,402000000.0,,,7000000.0,,,,20694000000.0,,93000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,104000000.0,,,1038000000.0,,,,,,,,,,-2000000.0,-200000000.0,,,27000000.0,1876000000.0,1197000000.0,,,141000000.0,1022000000.0,,,,-833000000.0,,1031000000.0,642000000.0,,,9016000000.0,,,,,,,4000000.0,,,266000000.0,,25932000000.0,-26000000.0,-9088000000.0,,,,,,,,1127000000.0,,0.44,,8798000000.0,184000000.0,,,,721000000.0,156000000.0,,,,,,1013000000.0,-607000000.0,-366000000.0,,35020000000.0,3021000000.0,,,2894000000.0,2393000000.0,,,,854000000.0,29930000000.0,,,,,,,,27537000000.0,,8257000000.0,,,,172000000.0,35000000.0,,,51000000.0,,1284000000.0,,1163000000.0,1018000000.0,,169000000.0,268000000.0,,,17878000000.0,,,1040000000.0,,1195000000.0,754000000.0,,,455000000.0,,455000000.0,,,,,455000000.0,,-596000000.0,,693000000.0,,8018000000.0,264000000.0,,4000000.0,,,728000000.0,,693000000.0,,,138000000.0,,806000000.0,,-145000000.0,-20000000.0,,,,,,0.44,410000000.0,,,4000000.0,,,,20899000000.0,,406000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,1430000000.0,1000000.0,,1020000000.0,67000000.0,,783000000.0,,2801000000.0,,1794000000.0,26050000000.0,566000000.0,67000000.0,-234000000.0,1859000000.0,592000000.0,8000000.0,804000000.0,1014000000.0,,3020000000.0,-63000000.0,1023000000.0,27770000000.0,-508000000.0,,-936000000.0,,1020000000.0,693000000.0,68000000.0,,9002000000.0,,-2341000000.0,,1847000000.0,,-668000000.0,-80000000.0,274000000.0,,275000000.0,780000000.0,26050000000.0,-27000000.0,-9229000000.0,1430000000.0,8299000000.0,11756000000.0,,,1020000000.0,,863000000.0,32000000.0,0.43,8096000000.0,8876000000.0,-89000000.0,605000000.0,-9229000000.0,3457000000.0,718000000.0,136000000.0,,-59000000.0,4079000000.0,,1859000000.0,642000000.0,-511000000.0,401000000.0,,26050000000.0,2627000000.0,,,2884000000.0,2801000000.0,21569000000.0,,,804000000.0,30571000000.0,30571000000.0,1.79,,,1859000000.0,64000000.0,8876000000.0,27770000000.0,,9052000000.0,9052000000.0,962000000.0,-633000000.0,1847000000.0,587000000.0,,1020000000.0,91000000.0,,1794000000.0,-558000000.0,962000000.0,2080000000.0,2964000000.0,608000000.0,271000000.0,581000000.0,,18942000000.0,1.822549,3457000000.0,1028000000.0,-398000000.0,1206000000.0,752000000.0,,9002000000.0,443000000.0,64000000.0,443000000.0,-2277000000.0,,1105000000.0,1059000000.0,443000000.0,,-952000000.0,784000000.0,784000000.0,608000000.0,8096000000.0,274000000.0,,58000000.0,,,1371000000.0,2946000000.0,784000000.0,-3000000.0,1014000000.0,145000000.0,18942000000.0,780000000.0,2627000000.0,-143000000.0,-555000000.0,,587000000.0,,,1206000000.0,0.434314,514000000.0,,-936000000.0,2000000.0,514000000.0,4589000000.0,26050000000.0,21569000000.0,-734000000.0,131000000.0,-70000000.0,784000000.0,1040000000.0,1371000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,1495000000.0,,,1021960630.0,,,,,,,,,,-42000000.0,0.0,,,534000000.0,875000000.0,1043000000.0,,,48000000.0,1037000000.0,,,,-919000000.0,,1022000000.0,784000000.0,,,9348000000.0,,,,,,,-18000000.0,,,266000000.0,,26288000000.0,-413000000.0,-9386000000.0,,,,,-50000000.0,,,1142000000.0,,0.449137,,9191000000.0,7000000.0,,,,725000000.0,82000000.0,,,,,,731000000.0,-491000000.0,-545000000.0,,26288000000.0,2474000000.0,,,2958000000.0,2567000000.0,,,,875000000.0,30586000000.0,,,,,,,,28019000000.0,,8846000000.0,,,,1902000000.0,367000000.0,,,-79000000.0,,1716000000.0,,976000000.0,2083000000.0,,515000000.0,270000000.0,,,18764000000.0,,,1023000000.0,,1215000000.0,767000000.0,,,459000000.0,,459000000.0,,,,,459000000.0,,-265000000.0,,705000000.0,,8202000000.0,283000000.0,,-3000000.0,,,1072000000.0,,705000000.0,,,147000000.0,,572000000.0,,-143000000.0,-290000000.0,,,,,,0.449137,516000000.0,,,11000000.0,,,,21238000000.0,,240000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,1472000000.0,,,1018837313.0,,,,,,,,,,28000000.0,-95000000.0,,,370000000.0,963000000.0,1022000000.0,,,-20000000.0,1053000000.0,,,,-902000000.0,,1019000000.0,705000000.0,,,9662000000.0,,,,,,,-32000000.0,,,297000000.0,,26599000000.0,-42000000.0,-9550000000.0,,,,,-83000000.0,,,1248000000.0,,0.52,,9482000000.0,-12000000.0,,,,832000000.0,90000000.0,,,,,,848000000.0,-594000000.0,-283000000.0,,26599000000.0,2418000000.0,,,3069000000.0,2489000000.0,,,,963000000.0,30881000000.0,,,,,,,,28392000000.0,,8811000000.0,,,,1854000000.0,403000000.0,,,-91000000.0,,1677000000.0,,946000000.0,2106000000.0,,602000000.0,276000000.0,,,18801000000.0,,,1023000000.0,,1228000000.0,777000000.0,,,535000000.0,,535000000.0,,,,,535000000.0,,-656000000.0,,614000000.0,,8313000000.0,264000000.0,,9000000.0,,,1017000000.0,,614000000.0,,,140000000.0,,564000000.0,,-153000000.0,-400000000.0,,,,,,0.525108,565000000.0,,,7000000.0,,,,21219000000.0,,254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,1481000000.0,,,1013674361.0,,,,,,,,,,-62000000.0,-129000000.0,,,403000000.0,854000000.0,1078000000.0,,,57000000.0,1068000000.0,,,,-886000000.0,,1014000000.0,614000000.0,,,9868000000.0,,,,,,,-4000000.0,,,260000000.0,,26946000000.0,-324000000.0,-9691000000.0,,,,,123000000.0,,,1136000000.0,,0.456754,,9670000000.0,116000000.0,,,,723000000.0,57000000.0,,,,,,920000000.0,-602000000.0,-621000000.0,,26946000000.0,2251000000.0,,,2999000000.0,2200000000.0,,,,854000000.0,30943000000.0,,,,,,,,28743000000.0,,8787000000.0,,,,1987000000.0,128000000.0,,,-23000000.0,,1650000000.0,,981000000.0,2145000000.0,,511000000.0,277000000.0,,,18824000000.0,,,1018000000.0,,1241000000.0,791000000.0,,,463000000.0,,463000000.0,,,,,463000000.0,,-322000000.0,,591000000.0,,8387000000.0,267000000.0,,5000000.0,,,719000000.0,,591000000.0,,,136000000.0,,264000000.0,,-152000000.0,-119000000.0,,,,,,0.456754,556000000.0,,,-16000000.0,,,,21075000000.0,,318000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,1523000000.0,-192000000.0,,1009000000.0,-6000000.0,,784000000.0,,2602000000.0,,1170000000.0,27291000000.0,562000000.0,70000000.0,-129000000.0,1864000000.0,300000000.0,94000000.0,813000000.0,957000000.0,,3138000000.0,-57000000.0,1084000000.0,29180000000.0,-780000000.0,,-523000000.0,,1009000000.0,591000000.0,3000000.0,,10504000000.0,,-2313000000.0,,1891000000.0,,-1232000000.0,-58000000.0,252000000.0,,248000000.0,533000000.0,27291000000.0,-1000000.0,-9893000000.0,1523000000.0,8553000000.0,12026000000.0,,79000000.0,1009000000.0,,1094000000.0,1000000.0,0.42,8662000000.0,9936000000.0,-7000000.0,954000000.0,-9893000000.0,3473000000.0,674000000.0,71000000.0,,104000000.0,4242000000.0,,1864000000.0,768000000.0,-626000000.0,217000000.0,,27291000000.0,2424000000.0,,,3032000000.0,2602000000.0,21278000000.0,,,813000000.0,31782000000.0,31782000000.0,1.83,,,1864000000.0,64000000.0,9936000000.0,29180000000.0,,9022000000.0,9022000000.0,1052000000.0,-1256000000.0,1891000000.0,487000000.0,,1009000000.0,1000000.0,,1170000000.0,-600000000.0,1052000000.0,2219000000.0,2922000000.0,587000000.0,281000000.0,1401000000.0,,18854000000.0,1.847374,3473000000.0,1013000000.0,69000000.0,1298000000.0,803000000.0,,10504000000.0,426000000.0,64000000.0,426000000.0,-2227000000.0,,1058000000.0,1104000000.0,426000000.0,,-984000000.0,592000000.0,592000000.0,587000000.0,8662000000.0,252000000.0,,-2000000.0,,,1079000000.0,3267000000.0,592000000.0,28000000.0,957000000.0,139000000.0,18854000000.0,533000000.0,2424000000.0,-152000000.0,-447000000.0,,487000000.0,,,1298000000.0,0.4222,591000000.0,,-523000000.0,-1000000.0,591000000.0,4588000000.0,27291000000.0,21278000000.0,-353000000.0,142000000.0,-112000000.0,592000000.0,1019000000.0,1079000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,1566000000.0,,,1004362589.0,,,,,,,,,,-46000000.0,-127000000.0,,,409000000.0,739000000.0,975000000.0,,,30000000.0,1097000000.0,,,,-507000000.0,,1004000000.0,592000000.0,,,10645000000.0,,,,,,,4000000.0,,,208000000.0,,27494000000.0,-209000000.0,-10110000000.0,,,,,-80000000.0,,,1029000000.0,,0.396271,,10062000000.0,-71000000.0,,,,606000000.0,-1000000.0,,,,,,599000000.0,-475000000.0,-489000000.0,,27494000000.0,2212000000.0,,,3012000000.0,2289000000.0,,,,739000000.0,31680000000.0,,,,,,,,29391000000.0,,9021000000.0,,,,1887000000.0,248000000.0,,,-117000000.0,,1144000000.0,,1073000000.0,2273000000.0,,553000000.0,283000000.0,,,18823000000.0,,,1008000000.0,,1314000000.0,814000000.0,,,398000000.0,,398000000.0,,,,,398000000.0,,-227000000.0,,475000000.0,,8658000000.0,259000000.0,,7000000.0,,,723000000.0,,475000000.0,,,140000000.0,,325000000.0,,-151000000.0,-165000000.0,,,,,,0.396271,583000000.0,,,-2000000.0,,,,21035000000.0,,124000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,123000000.0,,,1003000000.0,,,,,,,,,,-14000000.0,-130000000.0,,,237000000.0,997000000.0,900000000.0,,,-80000000.0,1096000000.0,,,,-492000000.0,,1000000000.0,475000000.0,,,10882000000.0,,,,,,,16000000.0,,,321000000.0,,27685000000.0,-35000000.0,-10325000000.0,,,,,10000000.0,,,1272000000.0,,0.53,,10304000000.0,-64000000.0,,,,850000000.0,87000000.0,,,,,,846000000.0,-481000000.0,-325000000.0,,38010000000.0,2797000000.0,,,3244000000.0,2372000000.0,,229000000.0,,997000000.0,31975000000.0,,,,,,,,29603000000.0,,8410000000.0,,,,128000000.0,216000000.0,,,98000000.0,,847000000.0,,1062000000.0,2247000000.0,,490000000.0,287000000.0,,,18274000000.0,,,1003000000.0,,1331000000.0,809000000.0,,,529000000.0,,529000000.0,,,,,529000000.0,,-423000000.0,,573000000.0,,8728000000.0,275000000.0,,-12000000.0,,,789000000.0,,573000000.0,,,135000000.0,,899000000.0,,-160000000.0,-195000000.0,,,,,,0.53,587000000.0,,,0.0,,,,21071000000.0,,365000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,1622000000.0,,,995397303.0,,,,,,,,,,-56000000.0,-131000000.0,,,456000000.0,976000000.0,986000000.0,,,70000000.0,1136000000.0,,,,-483000000.0,,995000000.0,573000000.0,,,11142000000.0,,,,,,,-15000000.0,,,304000000.0,,27994000000.0,-688000000.0,-10539000000.0,,,,,-20000000.0,,,950000000.0,,0.51,,10527000000.0,74000000.0,,,,813000000.0,4000000.0,,,,,,857000000.0,-601000000.0,19000000.0,,27994000000.0,2231000000.0,,,3221000000.0,2676000000.0,,249000000.0,,976000000.0,32623000000.0,,,,,,,,29947000000.0,,9387000000.0,,,,2001000000.0,575000000.0,,,-94000000.0,,1121000000.0,,1123000000.0,2245000000.0,,507000000.0,291000000.0,,,19250000000.0,,,999000000.0,,1345000000.0,845000000.0,,,509000000.0,,509000000.0,,,,,509000000.0,,-970000000.0,,479000000.0,,8742000000.0,276000000.0,,-26000000.0,,,1054000000.0,,479000000.0,,,137000000.0,,230000000.0,,-159000000.0,-810000000.0,,,,,,0.511354,608000000.0,,,-3000000.0,,,,21481000000.0,,256000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,1611000000.0,77000000.0,,992000000.0,-119000000.0,,592000000.0,,2572000000.0,,1398000000.0,28584000000.0,545000000.0,-3000000.0,-129000000.0,1927000000.0,298000000.0,572000000.0,901000000.0,845000000.0,,3377000000.0,-19000000.0,1199000000.0,30481000000.0,-933000000.0,,-666000000.0,,992000000.0,479000000.0,-24000000.0,,11176000000.0,,-2449000000.0,,1879000000.0,,-1083000000.0,-42000000.0,273000000.0,,284000000.0,228000000.0,28584000000.0,-1000000.0,-10759000000.0,1611000000.0,9056000000.0,12669000000.0,,58000000.0,992000000.0,,1198000000.0,-4000000.0,0.49,8858000000.0,10734000000.0,25000000.0,894000000.0,-10759000000.0,3613000000.0,775000000.0,208000000.0,,-36000000.0,4528000000.0,,1927000000.0,1041000000.0,-892000000.0,-288000000.0,,28584000000.0,2107000000.0,,,3192000000.0,2572000000.0,21877000000.0,163000000.0,,901000000.0,33053000000.0,33053000000.0,1.92,,,1927000000.0,63000000.0,10734000000.0,30481000000.0,,9514000000.0,9514000000.0,1129000000.0,-1433000000.0,1879000000.0,292000000.0,,992000000.0,190000000.0,,1398000000.0,-629000000.0,1129000000.0,2291000000.0,3044000000.0,613000000.0,290000000.0,1674000000.0,,19770000000.0,1.94254,3613000000.0,995000000.0,-22000000.0,1356000000.0,909000000.0,,11176000000.0,491000000.0,63000000.0,491000000.0,-2183000000.0,,1117000000.0,1151000000.0,491000000.0,,-563000000.0,669000000.0,669000000.0,613000000.0,8858000000.0,273000000.0,,7000000.0,,,961000000.0,3343000000.0,669000000.0,1000000.0,845000000.0,133000000.0,19770000000.0,228000000.0,2107000000.0,-159000000.0,-263000000.0,,292000000.0,,163000000.0,1356000000.0,0.49496,541000000.0,,-666000000.0,1000000.0,541000000.0,4740000000.0,28584000000.0,21877000000.0,-517000000.0,149000000.0,-37000000.0,669000000.0,1002000000.0,961000000.0,,,,,,,,,,,,,,,,,,,,,,,,
